joueur_id,team_id,equipe,nom,prenom,nom_complet,date_naissance,nationalite,position,numero_maillot,derniere_maj
38548,8872,Norway,,,Marcus Pedersen,2000-07-16,Norway,Defence,,2026-06-19 16:53:21
44030,8872,Norway,,,Julian Ryerson,1997-11-17,Norway,Defence,,2026-06-19 16:53:21
44032,8872,Norway,,,Leo Østigård,1999-11-28,Norway,Defence,,2026-06-19 16:53:21
135036,8872,Norway,,,Henrik Falchener,2003-05-08,Norway,Defence,,2026-06-19 16:53:21
145159,8872,Norway,,,Sondre Langås,2001-02-02,Norway,Defence,,2026-06-19 16:53:21
205467,8872,Norway,,,David Wolfe,2002-04-23,Norway,Defence,,2026-06-19 16:53:21
7421,8872,Norway,,,Morten Thorsby,1996-05-05,Norway,Midfield,,2026-06-19 16:53:21
7427,8872,Norway,,,Martin Ødegaard,1998-12-17,Norway,Midfield,,2026-06-19 16:53:21
8973,8872,Norway,,,Sander Berge,1998-02-14,Norway,Midfield,,2026-06-19 16:53:21
37924,8872,Norway,,,Patrick Berg,1997-11-24,Norway,Midfield,,2026-06-19 16:53:21
38088,8872,Norway,,,Fredrik Aursnes,1995-12-10,Norway,Midfield,,2026-06-19 16:53:21
44033,8872,Norway,,,Kristian Thorstvedt,1999-03-13,Norway,Midfield,,2026-06-19 16:53:21
150589,8872,Norway,,,Thelo Aasgaard,2002-05-02,Norway,Midfield,,2026-06-19 16:53:21
169295,8872,Norway,,,Antonio Nusa,2005-04-17,Norway,Midfield,,2026-06-19 16:53:21
179716,8872,Norway,,,Oscar Bobb,2003-07-12,Norway,Midfield,,2026-06-19 16:53:21
8167,8872,Norway,,,Alexander Sørloth,1995-12-05,Norway,Offence,,2026-06-19 16:53:21
37916,8872,Norway,,,Jens Hauge,1999-10-12,Norway,Offence,,2026-06-19 16:53:21
38101,8872,Norway,,,Erling Haaland,2000-07-21,Norway,Offence,,2026-06-19 16:53:21
157796,8872,Norway,,,Andreas Schjelderup,2004-06-01,Norway,Offence,,2026-06-19 16:53:21
213269,8872,Norway,,,Jørgen Strand Larsen,2000-02-06,Norway,Offence,,2026-06-19 16:53:21
3981,8873,Scotland,,,Angus Gunn,1996-01-22,Scotland,Goalkeeper,,2026-06-19 16:53:28
15607,8873,Scotland,,,Craig Gordon,1982-12-31,Scotland,Goalkeeper,,2026-06-19 16:53:28
34960,8873,Scotland,,,Liam Kelly,1996-01-23,Scotland,Goalkeeper,,2026-06-19 16:53:28
3986,8873,Scotland,,,Grant Hanley,1991-11-20,Scotland,Defence,,2026-06-19 16:53:28
5769,8873,Scotland,,,Dominic Hyam,1995-12-20,Scotland,Defence,,2026-06-19 16:53:28
7868,8873,Scotland,,,Andrew Robertson,1994-03-11,Scotland,Defence,,2026-06-19 16:53:28
15615,8873,Scotland,,,Kieran Tierney,1997-06-05,Scotland,Defence,,2026-06-19 16:53:28
16070,8873,Scotland,,,Jack Hendry,1995-05-07,Scotland,Defence,,2026-06-19 16:53:28
34411,8873,Scotland,,,Anthony Ralston,1998-11-16,Scotland,Defence,,2026-06-19 16:53:28
34429,8873,Scotland,,,John Souttar,1996-09-25,Scotland,Defence,,2026-06-19 16:53:28
34486,8873,Scotland,,,Scott McKenna,1996-11-12,Scotland,Defence,,2026-06-19 16:53:28
101111,8873,Scotland,,,Aaron Hickey,2002-01-01,Scotland,Defence,,2026-06-19 16:53:28
138174,8873,Scotland,,,Nathan Patterson,2001-10-16,Scotland,Defence,,2026-06-19 16:53:28
7905,8873,Scotland,,,Scott McTominay,1996-12-08,Scotland,Midfield,,2026-06-19 16:53:28
34494,8873,Scotland,,,Kenny McLean,1992-01-08,Scotland,Midfield,,2026-06-19 16:53:28
34495,8873,Scotland,,,Ryan Christie,1995-02-22,Scotland,Midfield,,2026-06-19 16:53:28
34638,8873,Scotland,,,Lewis Ferguson,1999-08-24,Scotland,Midfield,,2026-06-19 16:53:28
34646,8873,Scotland,,,John McGinn,1994-10-18,Scotland,Midfield,,2026-06-19 16:53:28
176789,8873,Scotland,,,Ben Doak,2005-11-11,Scotland,Midfield,,2026-06-19 16:53:28
270697,8873,Scotland,,,Findlay Curtis,,Scotland,Midfield,,2026-06-19 16:53:28
290139,8873,Scotland,,,Tyler Fletcher,2007-03-19,England,Midfield,,2026-06-19 16:53:28
4119,8873,Scotland,,,Che Adams,1996-07-13,Scotland,Offence,,2026-06-19 16:53:28
25606,8873,Scotland,,,George Hirst,1999-02-15,Scotland,Offence,,2026-06-19 16:53:28
35101,8873,Scotland,,,Ross Stewart,1996-07-11,Scotland,Offence,,2026-06-19 16:53:28
35126,8873,Scotland,,,Lyndon Dykes,1995-10-07,Scotland,Offence,,2026-06-19 16:53:28
52043,8873,Scotland,,,Lawrence Shankland,1995-08-10,Scotland,Offence,,2026-06-19 16:53:28
7412,9460,Curaçao,,,Trevor Doornbusch,1999-07-06,Curaçao,Goalkeeper,,2026-06-19 16:53:35
7437,9460,Curaçao,,,Eloy Room,1989-02-06,Curaçao,Goalkeeper,,2026-06-19 16:53:35
171283,9460,Curaçao,,,Tyrick Bodak,2002-02-15,Curaçao,Goalkeeper,,2026-06-19 16:53:35
7229,9460,Curaçao,,,Roshon van Eijma,1998-06-09,Curaçao,Defence,,2026-06-19 16:53:35
7438,9460,Curaçao,,,Joshua Brenet,1994-03-20,Curaçao,Defence,,2026-06-19 16:53:35
7443,9460,Curaçao,,,Armando Obispo,1999-03-05,Curaçao,Defence,,2026-06-19 16:53:35
7744,9460,Curaçao,,,Sheral Floranus,1998-08-23,Curaçao,Defence,,2026-06-19 16:53:35
9428,9460,Curaçao,,,Riechedly Bazoer,1996-10-12,Curaçao,Defence,,2026-06-19 16:53:35
55417,9460,Curaçao,,,Juriën Gaari,1993-12-23,Curaçao,Defence,,2026-06-19 16:53:35
137697,9460,Curaçao,,,Shurandy Sambo,2001-08-19,Curaçao,Defence,,2026-06-19 16:53:35
149120,9460,Curaçao,,,Ar'jany Martha,2003-09-04,Curaçao,Defence,,2026-06-19 16:53:35
166156,9460,Curaçao,,,Livano Comenencia,2004-02-03,Curaçao,Defence,,2026-06-19 16:53:35
177433,9460,Curaçao,,,Deveron Fonville,2003-05-16,Curaçao,Defence,,2026-06-19 16:53:35
191954,9460,Curaçao,,,Tyrese Noslin,2002-09-11,Curaçao,Defence,,2026-06-19 16:53:35
4280,9460,Curaçao,,,Leandro Bacuna,1991-08-21,Curaçao,Midfield,,2026-06-19 16:53:35
7274,9460,Curaçao,,,Godfried Roemeratoe,1999-08-19,Curaçao,Midfield,,2026-06-19 16:53:35
7518,9460,Curaçao,,,Juninho Bacuna,1997-08-07,Curaçao,Midfield,,2026-06-19 16:53:35
53327,9460,Curaçao,,,Kevin Felida,1999-11-11,Curaçao,Midfield,,2026-06-19 16:53:35
6597,9460,Curaçao,,,Gervane Kastaneer,1996-06-09,Curaçao,Offence,,2026-06-19 16:53:35
7986,9460,Curaçao,,,Kenji Gorré,1994-09-29,Curaçao,Offence,,2026-06-19 16:53:35
8288,9460,Curaçao,,,Jürgen Locadia,1993-11-07,Curaçao,Offence,,2026-06-19 16:53:35
98483,9460,Curaçao,,,Tahith Chong,1999-12-04,Curaçao,Offence,,2026-06-19 16:53:35
137025,9460,Curaçao,,,Sontje Hansen,2002-05-18,Curaçao,Offence,,2026-06-19 16:53:35
149134,9460,Curaçao,,,Jearl Margaritha,2000-04-10,Curaçao,Offence,,2026-06-19 16:53:35
156631,9460,Curaçao,,,Jeremy Antonisse,2002-03-29,Curaçao,Offence,,2026-06-19 16:53:35
190770,9460,Curaçao,,,Brandley Kuwas,1992-09-19,Curaçao,Offence,,2026-06-19 16:53:35
